"","sid","FRAME_SIZE_VAL","ccw","cw","frame_effect_v"
"1","v30201cc","Small",-0.527491098694153,-0.966460139182668,-0.219484520244257
"2","v30201cc","Medium",0.31985275981576,-2.06765799379468,-1.19375537680522
"3","v30201cc","Large",-1.13373716719259,-2.96593145548467,-0.916097144146043
"4","v30201cc","Extra Large",-1.64274911711554,-4.32310086027003,-1.34017587157724
"5","v30201ms","Small",-2.95199863439544,6.60076492524659,4.77638177982102
"6","v30201ms","Medium",-0.840628743281839,7.4130503249338,4.12683953410782
"7","v30201ms","Large",0.53352271337159,2.86600644925911,1.16624186794376
"8","v30201ms","Extra Large",1.9675287702556,5.82771499883332,1.93009311428886
"9","v30202is","Small",2.18514878125465,5.71363511791422,1.76424316832979
"10","v30202is","Medium",2.57208390241925,5.25732935484215,1.34262272621145
"11","v30202is","Large",0.280194469240118,6.16854027719284,2.94417290397636
"12","v30202is","Extra Large",0.696116916775189,4.47699928055689,1.89044118189085
"13","v30205gr","Small",8.35202528812335,8.28892211042537,-0.0315515888489903
"14","v30205gr","Medium",5.77442388336291,4.73106386322698,-0.521680010067968
"15","v30205gr","Large",4.21360618700276,6.19497907750474,0.990686445250989
"16","v30205gr","Extra Large",4.22192204714478,7.45676954706224,1.61742374995873
"17","v30205jp","Small",8.41384378230969,9.81393417060207,0.700045194146191
"18","v30205jp","Medium",6.1067613600068,9.2198021381277,1.55652038906045
"19","v30205jp","Large",7.74241916246221,8.63168166111324,0.444631249325514
"20","v30205jp","Extra Large",7.81706035293074,8.04347882223217,0.113209234650712
"21","v30205sb","Small",-0.121983651252307,0.643139794630297,0.382561722941302
"22","v30205sb","Medium",-0.906875741609584,0.0277567828330533,0.467316262221319
"23","v30205sb","Large",-2.51151887005153,-0.424387162897442,1.04356585357705
"24","v30205sb","Extra Large",-0.849917374383898,0.0576792034736123,0.453798288928755
"25","v30208lj","Small",-2.42710020723165,7.69495758804011,5.06102889763588
"26","v30208lj","Medium",-0.155774348216248,7.357141674338,3.75645801127712
"27","v30208lj","Large",0.307794891001504,5.76939793217835,2.73080152058842
"28","v30208lj","Extra Large",0.453877886682938,4.26547212918123,1.90579712124915
"29","v30217af","Small",-3.45091691239887,-2.67349063796052,0.388713137219179
"30","v30217af","Medium",-1.29139548798498,-2.02755587031814,-0.368080191166581
"31","v30217af","Large",-3.08032042736631,1.1425649619199,2.11144269464311
"32","v30217af","Extra Large",-0.739865028848902,0.455467531426197,0.59766628013755
"33","v30301av","Small",-6.04265484398971,-4.91023020323452,0.566212320377596
"34","v30301av","Medium",-8.80735075890549,-5.88229022348737,1.46253026770906
"35","v30301av","Large",-6.13367009803561,-2.97800181858559,1.57783413972501
"36","v30301av","Extra Large",-6.96129747900563,-4.81377023287514,1.07376362306525
"37","v30301sb","Small",-5.55352327142363,-0.0819062025548058,2.73580853443441
"38","v30301sb","Medium",-3.03516699087973,2.50117671287468,2.76817185187721
"39","v30301sb","Large",-4.844724928171,0.889035266698343,2.86688009743467
"40","v30301sb","Extra Large",-2.50115026217426,-2.240937465707,0.130106398233628
"41","v30302sw","Small",-8.52492049961026,0.329483423737252,4.42720196167376
"42","v30302sw","Medium",-11.2807063009501,4.67402893654114,7.97736761874564
"43","v30302sw","Large",-7.9426870461047,3.88282941438007,5.91275823024238
"44","v30302sw","Extra Large",-8.6513376113238,1.50926322155353,5.08030041643867
"45","v30303nm","Small",-3.77205481941369,-3.13107324339226,0.320490788010719
"46","v30303nm","Medium",-3.44560454835084,-1.1891084889013,1.12824802972477
"47","v30303nm","Large",-4.6561231137753,-2.21634567302493,1.21988872037518
"48","v30303nm","Extra Large",-3.44227401832329,-1.54769679873389,0.947288609794697
"49","v30303vm","Small",-0.673336340943007,1.82733231457918,1.25033432776109
"50","v30303vm","Medium",-0.216918322844749,-0.185698653821114,0.0156098345118176
"51","v30303vm","Large",-0.172035555706968,2.52674936664644,1.3493924611767
"52","v30303vm","Extra Large",-7.10830794783254,0.665345242582617,3.88682659520758
"53","v30308dh","Small",3.87183585075383,4.94327892122486,0.535721535235516
"54","v30308dh","Medium",6.74623356252618,6.85724970826703,0.0555080728704245
"55","v30308dh","Large",7.36523141342071,6.17005050300069,-0.597590455210009
"56","v30308dh","Extra Large",5.91272871769572,7.61546048889991,0.851365885602095
"57","v30310kl","Small",-9.42519605974169,-3.39025777409483,3.01746914282343
"58","v30310kl","Medium",-9.89673202774575,-4.26976471883529,2.81348365445523
"59","v30310kl","Large",-7.43480692652592,-5.99764010676099,0.718583409882466
"60","v30310kl","Extra Large",-8.26158665825239,-6.36588107008615,0.947852794083119
"61","v30313jp","Small",1.29645437734053,6.1404880005288,2.42201681159414
"62","v30313jp","Medium",3.37057084193109,5.78377169181334,1.20660042494112
"63","v30313jp","Large",3.34512890678878,5.03615116811848,0.84551113066485
"64","v30313jp","Extra Large",2.69468219876361,5.86391908543993,1.58461844333816
"65","v30314am","Small",-7.60692877393949,-5.07682223329345,1.26505327032302
"66","v30314am","Medium",-7.8229566762868,-6.73543547452653,0.543760600880133
"67","v30314am","Large",-6.89929286026309,-5.64363750196054,0.627827679151272
"68","v30314am","Extra Large",-7.95499923781551,-6.02026435751555,0.967367440149979
"69","v30317em","Small",-0.588177632699814,1.18537406043584,0.886775846567829
"70","v30317em","Medium",0.643389595286551,1.43518570729591,0.395898056004681
"71","v30317em","Large",-0.00642956766648189,0.294396053521716,0.150412810594099
"72","v30317em","Extra Large",-1.77499753045769,1.95615484862011,1.8655761895389
"73","v30404jm","Small",-3.35586759769391,1.42960573776779,2.39273666773085
"74","v30404jm","Medium",-2.13339322335334,14.5526468705201,8.34302004693674
"75","v30404jm","Large",-1.88157717043389,1.35523783850195,1.61840750446792
"76","v30404jm","Extra Large",-2.27688867682431,2.48677646609009,2.3818325714572
"77","v30406db","Small",4.17140891317665,6.9241597882129,1.37637543751812
"78","v30406db","Medium",1.90705225463284,9.02305449165953,3.55800111851335
"79","v30406db","Large",0.327553021697299,6.90691149433394,3.28967923631832
"80","v30406db","Extra Large",2.41125757308803,6.6554474234891,2.12209492520053
"81","v30410mc","Small",-1.89601278511067,-0.642664339948695,0.62667422258099
"82","v30410mc","Medium",-2.31412485915147,0.192372030811213,1.25324844498134
"83","v30410mc","Large",-1.04131186720228,-0.556691428011068,0.242310219595605
"84","v30410mc","Extra Large",-0.633907438259361,-0.164574093367683,0.234666672445839
"85","v30411ao","Small",2.53718198459146,3.90408263557864,0.683450325493591
"86","v30411ao","Medium",-1.03130048581968,0.246264636026975,0.638782560923326
"87","v30411ao","Large",-1.5477206378884,-0.372393116503157,0.587663760692621
"88","v30411ao","Extra Large",0.0424971237231559,-0.576312151480799,-0.309404637601978
"89","v30414sh","Small",1.19441498618521,9.92006007194293,4.36282254287886
"90","v30414sh","Medium",10.9120131120388,10.5994215034213,-0.156295804308741
"91","v30414sh","Large",5.14971217480865,9.99940335892368,2.42484559205751
"92","v30414sh","Extra Large",8.81047273824142,8.37041341594367,-0.220029661148875
"93","v30417mg","Small",-1.41756073391126,1.80821018344616,1.61288545867871
"94","v30417mg","Medium",0.485099892791924,1.83563361304008,0.67526686012408
"95","v30417mg","Large",0.60683166598511,1.61111392058861,0.502141127301751
"96","v30417mg","Extra Large",0.613963488116114,2.50922007157608,0.947628291729983
"97","v30418sf","Small",2.22049232746477,2.56788098707782,0.173694329806525
"98","v30418sf","Medium",4.91869728776828,5.28359259879309,0.182447655512405
"99","v30418sf","Large",2.75718811606384,3.44148013995717,0.342146011946664
"100","v30418sf","Extra Large",3.60201761792584,5.08067903359066,0.739330707832414
"101","v30420im","Small",-3.55440876063258,-3.77980242420363,-0.112696831785522
"102","v30420im","Medium",-4.18187011683839,-4.69047184533752,-0.254300864249565
"103","v30420im","Large",-4.85949427941587,-5.44687707613566,-0.293691398359897
"104","v30420im","Extra Large",-6.39799706225131,-3.44192545301821,1.47803580461655
"105","v30421sg","Small",8.83192455809476,7.26106569524474,-0.785429431425012
"106","v30421sg","Medium",4.16811452653352,7.53251897902064,1.68220222624356
"107","v30421sg","Large",4.72494915380392,7.61272208733754,1.44388646676681
"108","v30421sg","Extra Large",6.0195461575278,7.17396203566003,0.577207939066117
"109","v30425mk","Small",-2.80950807815998,1.93279166212529,2.37114987014263
"110","v30425mk","Medium",-1.7776969662027,0.468207279304533,1.12295212275362
"111","v30425mk","Large",-1.47051699432065,-0.411759982338984,0.529378505990834
"112","v30425mk","Extra Large",-1.10773552413457,-0.301137801194094,0.403298861470239
"113","v30428jl","Small",-5.36988559381059,-2.9333116105456,1.21828699163249
"114","v30428jl","Medium",-3.77073402897544,-4.333080985298,-0.28117347816128
"115","v30428jl","Large",-2.48540390742225,-4.31078684499952,-0.912691468788635
"116","v30428jl","Extra Large",-1.07211101317965,-5.27733419459523,-2.10261159070779
"117","v30501rb","Small",-0.650321369060032,0.438105539297018,0.544213454178525
"118","v30501rb","Medium",0.327251280645413,1.96880227843231,0.820775498893447
"119","v30501rb","Large",1.85830037053801,2.86943435688029,0.505566993171139
"120","v30501rb","Extra Large",-0.288212207525698,0.95262859071311,0.620420399119404
"121","v30502ah","Small",-0.975325929465823,6.06238350473576,3.51885471710079
"122","v30502ah","Medium",-5.37269289992571,8.34804020119681,6.86036655056126
"123","v30502ah","Large",-3.05775844496114,7.47637187355714,5.26706515925914
"124","v30502ah","Extra Large",-4.8902165279815,13.048310749714,8.96926363884777
"125","v30502mm","Small",-5.16542288312128,-0.0432849510281195,2.56106896604658
"126","v30502mm","Medium",-0.0232398191362734,-1.10877252512902,-0.542766352996374
"127","v30502mm","Large",-1.31854133673544,-3.39816764635709,-1.03981315481083
"128","v30502mm","Extra Large",-6.74652590857248,-9.29054654218612,-1.27201031680682
"129","v30504lp","Small",-4.50280911229346,-1.70748249212642,1.39766331008352
"130","v30504lp","Medium",-3.35711433145104,0.352632317651519,1.85487332455128
"131","v30504lp","Large",-2.17246220312858,-0.0228632025787234,1.07479950027493
"132","v30504lp","Extra Large",-2.84348831363226,-0.588673082468829,1.12740761558172
"133","v30505pp","Small",-3.34141767291261,-0.916018179504144,1.21269974670423
"134","v30505pp","Medium",-7.21123230308058,-0.185621772861219,3.51280526510968
"135","v30505pp","Large",-4.47593800303512,-2.3273565975066,1.07429070276426
"136","v30505pp","Extra Large",-5.46307391621415,-4.12494018864985,0.669066863782152
"137","v30508ab","Small",2.17717559615915,1.33248789074011,-0.422343852709519
"138","v30508ab","Medium",2.33838925977786,2.66666412053289,0.164137430377515
"139","v30508ab","Large",1.71032516251909,2.16711721482648,0.228396026153696
"140","v30508ab","Extra Large",3.34612671654436,2.19270105839317,-0.576712829075595
"141","v30509aa","Small",-2.07419535963919,1.23743726695521,1.6558163132972
"142","v30509aa","Medium",-1.40795733810918,0.876446192286046,1.14220176519762
"143","v30509aa","Large",-1.35807487160848,0.448153125825318,0.903113998716898
"144","v30509aa","Extra Large",-1.10589881472108,1.23293567679282,1.16941724575695
"145","v30511ki","Small",2.38826956510111,6.38844463729416,2.00008753609652
"146","v30511ki","Medium",3.93176259428064,4.91676070738357,0.492499056551465
"147","v30511ki","Large",3.79202896567547,5.55323240988988,0.880601722107207
"148","v30511ki","Extra Large",3.49986113341589,5.39521067135819,0.947674768971147
"149","v30516dl","Small",-4.38975302994754,-0.613305728440247,1.88822365075365
"150","v30516dl","Medium",-2.70359016304555,-2.3598827738474,0.171853694599075
"151","v30516dl","Large",-3.17961654206817,-1.07248281943253,1.05356686131782
"152","v30516dl","Extra Large",-0.807507509413264,-1.71401052619693,-0.453251508391831
"153","v30516gm","Small",-1.76489239088416,-0.634112675864784,0.565389857509689
"154","v30516gm","Medium",-1.68675537885419,-0.253798079031666,0.716478649911263
"155","v30516gm","Large",-2.27209075193456,-0.228586703450893,1.02175202424183
"156","v30516gm","Extra Large",-1.91942732121589,-2.02130923581998,-0.050940957302049
"157","v30530iw","Small",0.821021131955745,9.88114783569167,4.53006335186796
"158","v30530iw","Medium",-0.583611091915628,6.06038061820777,3.3219958550617
"159","v30530iw","Large",1.62647916727713,12.211454633351,5.29248773303692
"160","v30530iw","Extra Large",1.67732188550475,6.3102311149298,2.31645461471252
"161","v30530tl","Small",7.46676725047144,4.77027414736422,-1.34824655155361
"162","v30530tl","Medium",5.29032997457367,7.65722297738382,1.18344650140508
"163","v30530tl","Large",3.79131632096194,7.32327591615878,1.76597979759842
"164","v30530tl","Extra Large",2.82965912860073,7.37610604017745,2.27322345578836
"165","v30602kh","Small",-2.16093764091429,-0.377716735783606,0.89161045256534
"166","v30602kh","Medium",-2.9694002897083,-0.742246836306175,1.11357672670106
"167","v30602kh","Large",-2.75409863918567,0.31365873104093,1.5338786851133
"168","v30602kh","Extra Large",-2.53977745925871,-0.735959199499883,0.901909129879416
"169","v30606tw","Small",0.260880546548773,4.3827032199793,2.06091133671526
"170","v30606tw","Medium",4.10677330104732,0.417118361999978,-1.84482746952367
"171","v30606tw","Large",1.97812033020298,2.21774222507727,0.119810947437144
"172","v30606tw","Extra Large",3.1592830446472,3.55608697909184,0.198401967222318
"173","v30608at","Small",0.747129243088705,4.60167498302352,1.92727286996741
"174","v30608at","Medium",2.38182209487613,7.16997773262405,2.39407781887396
"175","v30608at","Large",1.22366776318691,3.97438318583653,1.37535771132481
"176","v30608at","Extra Large",-0.56499807144909,5.00086081782856,2.78292944463882
"177","v30613kb","Small",4.88712331182325,6.37820674695577,0.745541717566259
"178","v30613kb","Medium",7.51995205739804,10.0768330201342,1.27844048136809
"179","v30613kb","Large",5.84353395530026,9.26268986476071,1.70957795473022
"180","v30613kb","Extra Large",5.55066453659261,5.44531408023529,-0.0526752281786642
"181","v30613th","Small",-0.901081372630201,0.491939073938364,0.696510223284283
"182","v30613th","Medium",0.615308197949493,2.85336391202904,1.11902785703978
"183","v30613th","Large",0.627944234275456,3.39065378497293,1.38135477534874
"184","v30613th","Extra Large",0.416158492838976,2.49538677636005,1.03961414176054
"185","v30907tg","Small",-2.7520251692938,-4.05605746625743,-0.652016148481813
"186","v30907tg","Medium",-3.3120630250949,-2.15683260375124,0.577615210671831
"187","v30907tg","Large",-1.56695848301127,-2.90065801427589,-0.666849765632311
"188","v30907tg","Extra Large",-4.65670368798814,-0.357582154726058,2.14956076663104
"189","v30912cg","Small",-2.78707186980976,0.089807346575735,1.43843960819275
"190","v30912cg","Medium",-4.25030421714321,0.328734800168727,2.28951950865597
"191","v30912cg","Large",-4.50664436756453,0.0872418992820746,2.2969431334233
"192","v30912cg","Extra Large",-4.65282982087193,1.79532888854306,3.2240793547075
"193","v30912kf","Small",5.35022455336593,9.28449811562236,1.96713678112821
"194","v30912kf","Medium",5.06501455519216,5.80312271751483,0.369054081161338
"195","v30912kf","Large",6.56405750949104,5.44049468282638,-0.561781413332328
"196","v30912kf","Extra Large",5.6397590046914,7.04764507239304,0.703943033850824
"197","v30913my","Small",-2.62355346702422,-1.32409291126143,0.649730277881397
"198","v30913my","Medium",0.909526971102049,1.5346655717649,0.312569300331424
"199","v30913my","Large",-1.24080981956828,1.31493536532961,1.27787259244894
"200","v30913my","Extra Large",-1.51507854649742,-1.05945948916955,0.227809528663935
"201","v30914ms","Small",6.73639388257539,10.4935898181536,1.87859796778911
"202","v30914ms","Medium",6.81905649540788,8.34743042655933,0.764186965575721
"203","v30914ms","Large",5.12287128346675,9.37750680947451,2.12731776300388
"204","v30914ms","Extra Large",5.76832327316324,8.47207032444295,1.35187352563985
"205","v30915vb","Small",-6.47679491021166,-5.0139090364442,0.731442936883733
"206","v30915vb","Medium",-5.66828736136827,-6.10869280826957,-0.220202723450647
"207","v30915vb","Large",-6.48073378859252,-6.0086977682223,0.236018010185109
"208","v30915vb","Extra Large",-6.52201462853405,-6.19458176082043,0.163716433856811
"209","v31006st","Small",-2.11404744852427,-7.65122945101873,-2.76859100124723
"210","v31006st","Medium",-5.0639510596152,-6.70214083985032,-0.819094890117559
"211","v31006st","Large",-1.4365879532587,-4.69999356683721,-1.63170280678925
"212","v31006st","Extra Large",-3.06573092762339,-3.82847122719901,-0.381370149787811
"213","v31013kt","Small",2.70635160614975,5.018224336692,1.15593636527113
"214","v31013kt","Medium",3.05445305633271,3.42169638092396,0.183621662295625
"215","v31013kt","Large",3.85637873590536,3.64272860700451,-0.106825064450425
"216","v31013kt","Extra Large",3.7246817899172,2.64340258426335,-0.540639602826928
"217","v31016cm","Small",-0.821817780897613,0.342011273039678,0.581914526968646
"218","v31016cm","Medium",-1.69427725491674,-0.140098273307367,0.777089490804687
"219","v31016cm","Large",-1.31159301419087,0.671678619582769,0.991635816886819
"220","v31016cm","Extra Large",-0.277326146225869,-0.212709122241328,0.0323085119922704
"221","v31020md","Small",4.03583192667591,4.99516485210868,0.479666462716386
"222","v31020md","Medium",5.85070424042858,6.45225857468818,0.300777167129798
"223","v31020md","Large",4.04006695095803,8.02992947631594,1.99493126267895
"224","v31020md","Extra Large",5.06833171130271,5.73212732373301,0.331897806215153
"225","v31031dm","Small",-0.373389093745338,0.258473305621432,0.315931199683385
"226","v31031dm","Medium",0.785219234995503,1.61904373678828,0.416912250896388
"227","v31031dm","Large",-2.63567602676719,0.881627572040439,1.75865179940382
"228","v31031dm","Extra Large",-1.36250350431985,-0.774138927146167,0.294182288586842
"229","v31031ki","Small",4.13002555606855,4.27382711928891,0.0719007816101782
"230","v31031ki","Medium",2.91348020143861,4.72267676619449,0.904598282377944
"231","v31031ki","Large",3.51544615426366,5.60534346564704,1.04494865569169
"232","v31031ki","Extra Large",3.51697576878309,5.95688713879255,1.21995568500473
"233","v31101ch","Small",-3.82444639521236,-0.687747577773191,1.56834940871959
"234","v31101ch","Medium",-2.71759139921704,-2.40724636303935,0.155172518088843
"235","v31101ch","Large",-2.26905645265117,-1.15987564157093,0.554590405540117
"236","v31101ch","Extra Large",-2.44621112430861,-0.486662934417466,0.979774094945571
"237","v31103is","Small",-0.67232336634122,3.06107361806044,1.86669849220083
"238","v31103is","Medium",-1.04709468776312,4.59774501862843,2.82241985319578
"239","v31103is","Large",1.09081205846645,3.14416890530156,1.02667842341755
"240","v31103is","Extra Large",-0.540898387177039,4.6295727323798,2.58523555977842
"241","v31103tg","Small",-14.9684728960454,2.5194055108689,8.74393920345716
"242","v31103tg","Medium",0.700560360807598,1.66464948806478,0.482044563628592
"243","v31103tg","Large",-0.624995895690437,2.26258746345037,1.4437916795704
"244","v31103tg","Extra Large",-1.84309717151012,-1.69019585411954,0.076450658695289
"245","v31106mh","Small",0.361785950268489,-1.21239678904726,-0.787091369657877
"246","v31106mh","Medium",1.79708271000254,0.067616340562498,-0.864733184720022
"247","v31106mh","Large",-0.458709040966907,-1.11826037494782,-0.329775666990458
"248","v31106mh","Extra Large",-1.0490617345093,-2.06944371930735,-0.510190992399023
"249","v31107sl","Small",-12.4449540611861,-4.89891041310126,3.7730218240424
"250","v31107sl","Medium",-8.9118338309539,-5.6569833196394,1.62742525565725
"251","v31107sl","Large",-10.6347938642364,-4.45466563733136,3.0900641134525
"252","v31107sl","Extra Large",-9.55972966860625,-2.69943184061824,3.43014891399401
"253","v31108be","Small",-4.62029634253551,-1.91237095937758,1.35396269157896
"254","v31108be","Medium",-5.62028165385067,-1.05160826573863,2.28433669405602
"255","v31108be","Large",-4.07274948418465,-1.21397620217111,1.42938664100677
"256","v31108be","Extra Large",-5.85584312271947,-0.902203233990734,2.47681994436437
"257","v31113kk","Small",-6.81006010644774,-3.96014984140829,1.42495513251972
"258","v31113kk","Medium",-2.71598583744023,0.245568262888163,1.4807770501642
"259","v31113kk","Large",-2.86858560345564,-0.552383212016025,1.15810119571981
"260","v31113kk","Extra Large",-3.46401165189292,-1.84189483157828,0.811058410157321
"261","v31114kp","Small",3.21117516322984,3.09590927720636,-0.0576329430117413
"262","v31114kp","Medium",2.08781104228051,3.82541127336719,0.868800115543338
"263","v31114kp","Large",3.14768073761188,1.19435629209315,-0.976662222759367
"264","v31114kp","Extra Large",2.34804589569979,-0.0874314917662612,-1.21773869373303
"265","v31114mc","Small",1.27837659893736,4.53390156447754,1.62776248277009
"266","v31114mc","Medium",3.14558332457962,9.14021606201485,2.99731636871762
"267","v31114mc","Large",3.48120243865655,7.70519874898465,2.11199815516405
"268","v31114mc","Extra Large",2.67397154185118,5.76405535913888,1.54504190864385
"269","v31115sr","Small",5.4312973960238,8.2208048651817,1.39475373457895
"270","v31115sr","Medium",5.28964409896459,8.27933724324034,1.49484657213788
"271","v31115sr","Large",6.40213570401699,8.39807199605506,0.997968146019035
"272","v31115sr","Extra Large",6.3744818614641,7.64147242780139,0.633495283168647
"273","v31116cm","Small",-6.88135641121446,-2.01267621493611,2.43434009813918
"274","v31116cm","Medium",-5.55509021603269,-2.97023798048178,1.29242611777545
"275","v31116cm","Large",-5.54594453586448,-3.85308306990036,0.846430732982057
"276","v31116cm","Extra Large",-5.63637406789864,-4.8105227579234,0.412925654987618
"277","v31121cd","Small",10.2702056637814,14.6860874573941,2.20794089680634
"278","v31121cd","Medium",12.6577712795423,16.1723076975625,1.75726820901012
"279","v31121cd","Large",13.0048567001727,16.6707606633602,1.83295198159374
"280","v31121cd","Extra Large",13.8213052179239,13.7507837634668,-0.0352607272285628
"281","v31121dc","Small",-2.31450420558774,2.40176371908061,2.35813396233418
"282","v31121dc","Medium",-2.56339823206537,-0.0617697250681174,1.25081425349863
"283","v31121dc","Large",-4.54177786769431,1.42404588525281,2.98291187647356
"284","v31121dc","Extra Large",-2.450706007739,1.79609458452402,2.12340029613151
"285","v31121mm","Small",-2.35748271684747,-2.57655525865389,-0.109536270903211
"286","v31121mm","Medium",-3.14767462350508,-3.3158517035701,-0.0840885400325104
"287","v31121mm","Large",1.52773770478294,-0.401558317604191,-0.964648011193564
"288","v31121mm","Extra Large",-0.608193435743065,4.61382317436877,2.61100830505592
"289","v31122cc","Small",-0.999879265465494,-0.725514160125804,0.137182552669845
"290","v31122cc","Medium",-1.76970497771981,1.14067063929532,1.45518780850757
"291","v31122cc","Large",-2.90222752850683,0.108358207811296,1.50529286815907
"292","v31122cc","Extra Large",-3.47908037685331,-0.826410390053793,1.32633499339976
"293","v31122is","Small",0.39923834877207,2.72653316281562,1.16364740702178
"294","v31122is","Medium",3.85112917538887,2.4645360690152,-0.693296553186838
"295","v31122is","Large",2.10825202505342,2.7199752364411,0.30586160569384
"296","v31122is","Extra Large",2.44034946384201,3.50294276828436,0.531296652221176
"297","v31122md","Small",-2.57181672886691,0.956795716088082,1.7643062224775
"298","v31122md","Medium",-0.572707494156972,-1.2383529389415,-0.332822722392266
"299","v31122md","Large",-0.655336332489524,-0.64436960848729,0.00548336200111704
"300","v31122md","Extra Large",-0.25500012170481,-0.747912553786748,-0.246456216040969
"301","v31122ns","Small",-5.46388048692072,0.76638644235316,3.11513346463694
"302","v31122ns","Medium",-4.02664848835209,-1.80533099353887,1.11065874740661
"303","v31122ns","Large",-2.16757270623682,-1.20643237395567,0.480570166140572
"304","v31122ns","Extra Large",-2.76968735113791,-0.719849041003709,1.0249191550671
"305","v31127cj","Small",-1.19407072642722,4.06078088374126,2.62742580508424
"306","v31127cj","Medium",-1.29769945095247,2.11509224011143,1.70639584553195
"307","v31127cj","Large",0.432238236166991,3.48696588186763,1.52736382285032
"308","v31127cj","Extra Large",-3.10023381309402,1.60058675124192,2.35041028216797
"309","v31127ks","Small",-7.51950060681299,-0.430434071087251,3.54453326786287
"310","v31127ks","Medium",-4.5401715429571,-0.991433727626898,1.7743689076651
"311","v31127ks","Large",-6.38761802079783,-2.04876585822054,2.16942608128864
"312","v31127ks","Extra Large",-4.59082601839899,-2.63156570291964,0.979630157739675
"313","v31127nf","Small",-7.84207799930561,-5.90491117322806,0.968583413038772
"314","v31127nf","Medium",-6.21808639746406,-6.46228458130236,-0.12209909191915
"315","v31127nf","Large",-7.10804396074778,-6.327843528228,0.390100216259887
"316","v31127nf","Extra Large",-6.93839140050319,-6.54140066361453,0.198495368444332
"317","v40216ss","Small",7.68418385850367,11.6312812364403,1.97354868896831
"318","v40216ss","Medium",6.75796149783537,10.94175141225,2.09189495720733
"319","v40216ss","Large",9.46791486127271,13.4885357782347,2.01031045848099
"320","v40216ss","Extra Large",8.92934609274375,10.6542876279156,0.862470767585927
